,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
3449,0001410578-25-001748,1897463,GRAF GLOBAL CORP.,6770.0,US,TX,THE WOODLANDS,77380,1790 HUGHES LANDING BOULEVARD,SUITE 400,310-745-8669,US,TX,THE WOODLANDS,77380,1790 HUGHES LANDING BOULEVARD,SUITE 400,KY,,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 16:32:00,0,1,tmb-20250630x10q_htm.xml,1,
3450,0001410578-25-001749,1915328,ISRAEL ACQUISITIONS CORP,6770.0,US,TX,BEE CAVE,78738,12600 HILL COUNTRY BLVD,"BUILDING R, SUITE 275",(512) 287-1871,US,TX,BEE CAVE,78738,12600 HILL COUNTRY BLVD,"BUILDING R, SUITE 275",KY,,873587394,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 16:33:00,0,1,isrlu-20250630x10q_htm.xml,1,
3451,0001472375-25-000094,1357878,"REGENEREX PHARMA, INC.",2834.0,US,NV,LAS VEGAS,89108,"5348 VEGAS DRIVE, SUITE 177",,305-927-5191,US,NV,LAS VEGAS,89108,"5348 VEGAS DRIVE, SUITE 177",,US,NV,980479983,"PEPTIDE TECHNOLOGIES, INC.",20180309.0,4-NON,0,331.0,10-Q,2025-06-30,2024.0,Q1,2025-08-14,2025-08-13 19:55:00,0,1,ixform10q_htm.xml,1,
3452,0001472375-25-000101,930245,AGASSI SPORTS ENTERTAINMENT CORP.,5900.0,US,NV,LAS VEGAS,89144,1120 N. TOWN CENTER DR #160,,702-400-4005,US,NV,LAS VEGAS,89144,1120 N. TOWN CENTER DR #160,,US,NV,880203976,GLOBAL ACQUISITIONS CORP,20210218.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 16:16:00,0,1,ixform10q_htm.xml,1,
3453,0001473844-25-000049,1473844,"STELLAR BANCORP, INC.",6021.0,US,TX,HOUSTON,77046,"9 GREENWAY PLAZA, SUITE 110",,(713) 210-7600,US,TX,HOUSTON,77046,"9 GREENWAY PLAZA, SUITE 110",,US,TX,208339782,STELLAR BANCORP. INC.,20221003.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-25,2025-07-25 16:32:00,0,1,stel-20250630_htm.xml,1,
3454,0001474098-25-000119,1474098,PEBBLEBROOK HOTEL TRUST,6798.0,US,MD,BETHESDA,20814,4747 BETHESDA AVENUE,SUITE 1100,240-507-1300,US,MD,BETHESDA,20814,4747 BETHESDA AVENUE,SUITE 1100,US,MD,271055421,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-29,2025-07-29 16:10:00,0,1,peb-20250630_htm.xml,1,
3455,0001437749-25-025468,1095565,HEALTHSTREAM INC,7370.0,US,TN,NASHVILLE,,500 11TH AVENUE NORTH,SUITE 850,6153013100,US,TN,NASHVILLE,,500 11TH AVENUE NORTH,SUITE 850,US,TN,621443555,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:39:00,0,1,hstm20250630_10q_htm.xml,1,
3456,0001437749-25-025470,1401667,"PUMA BIOTECHNOLOGY, INC.",2834.0,US,CA,LOS ANGELES,90024,10880 WILSHIRE BLVD.,SUITE 2150,(424) 248-6500,US,CA,LOS ANGELES,90024,10880 WILSHIRE BLVD.,SUITE 2150,US,DE,770683487,INNOVATIVE ACQUISITIONS CORP,20070601.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:41:00,0,1,pbyi20250630_10q_htm.xml,1,
3457,0001437749-25-025484,875657,ULTRALIFE CORP,3690.0,US,NY,NEWARK,14513,2000 TECHNOLOGY PARKWAY,,3153327100,US,NY,NEWARK,14513,2000 TECHNOLOGY PARKWAY,,US,DE,161387013,ULTRALIFE BATTERIES INC,19940224.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:56:00,0,1,ulbi20250630_10q_htm.xml,1,
3458,0001437749-25-025485,1140102,"HIREQUEST, INC.",7363.0,US,SC,GOOSE CREEK,29445,111 SPRINGHALL DRIVE,,(843) 723-7400,US,SC,GOOSE CREEK,29445,111 SPRINGHALL DRIVE,,,,912079472,"COMMAND CENTER, INC.",20060403.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:58:00,0,1,hqi20250630_10q_htm.xml,1,
3459,0001437749-25-025490,909494,TUCOWS INC /PA/,7374.0,CA,ON,TORONTO,M6K 3M1,96 MOWAT AVENUE,,4165385478,CA,ON,TORONTO,M6K 3M1,96 MOWAT AVENUE,,US,PA,232707366,INFONAUTICS INC,19960426.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:01:00,0,1,tcx20250630_10q_htm.xml,1,
3460,0001437749-25-025492,1777921,"AVEPOINT, INC.",7372.0,US,NJ,JERSEY CITY,07310,525 WASHINGTON BLVD,SUITE 1400,(201) 793-1111,US,NJ,JERSEY CITY,07310,525 WASHINGTON BLVD,SUITE 1400,US,DE,834461709,APEX TECHNOLOGY ACQUISITION CORP,20190528.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:02:00,0,1,avpt20250630_10q_htm.xml,1,
3461,0001437749-25-025497,1487428,HORIZON TECHNOLOGY FINANCE CORP,,US,CT,FARMINGTON,06032,312 FARMINGTON AVENUE,,860-676-8654,US,CT,FARMINGTON,06032,312 FARMINGTON AVENUE,,US,DE,272114934,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:07:00,0,1,hrzn20250630_10q_htm.xml,1,
3462,0001437749-25-025500,1047335,NATIONAL HEALTHCARE CORP,8051.0,US,TN,MURFREESBORO,37130,100 E. VINE ST,,6158902020,US,TN,MURFREESBORO,37130,100 E. VINE ST,,US,DE,522057472,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:09:00,0,1,nhc20250630_10q_htm.xml,1,
3463,0001437749-25-025502,1464343,ATLANTICUS HOLDINGS CORP,6141.0,US,GA,ATLANTA,30328,FIVE CONCOURSE PARKWAY,SUITE 300,770-828-2000,US,GA,ATLANTA,30328,FIVE CONCOURSE PARKWAY,SUITE 300,US,GA,582336689,COMPUCREDIT HOLDINGS CORP,20090515.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 17:14:00,0,1,atlc20250630_10q_htm.xml,1,
3464,0001437749-25-025541,1589061,"GYRODYNE, LLC",6512.0,US,NY,ST. JAMES,11780,"1 FLOWERFIELD, SUITE 24",,631-584-5400,US,NY,ST. JAMES,11780,"1 FLOWERFIELD, SUITE 24",,US,NY,463838291,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 06:05:00,0,1,gyrllc20250630_10q_htm.xml,1,
3465,0001437749-25-025548,799167,MARTEN TRANSPORT LTD,4213.0,US,WI,MONDOVI,54755,129 MARTEN STREET,,715-926-4216,US,WI,MONDOVI,54755,129 MARTEN STREET,,US,DE,391140809,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 06:32:00,0,1,mrtn20250630_10q_htm.xml,1,
3466,0001437749-25-025551,69733,"NATHANS FAMOUS, INC.",5812.0,US,NY,JERICHO,11753,ONE JERICHO PLAZA,,516-338-8500,US,NY,JERICHO,11753,ONE JERICHO PLAZA,,US,DE,113166443,NATHANS FAMOUS INC,19940808.0,2-ACC,0,331.0,10-Q,2025-06-30,2026.0,Q1,2025-08-08,2025-08-08 07:01:00,0,1,nath20250629_10q_htm.xml,1,
3467,0001437749-25-025570,1053691,CERVOMED INC.,2834.0,US,MA,BOSTON,02116,20 PARK PLAZA,SUITE 424,(617) 744-4400,US,MA,BOSTON,02116,20 PARK PLAZA,SUITE 424,US,DE,300645032,DIFFUSION PHARMACEUTICALS INC.,20160115.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 09:19:00,0,1,crvo20250630_10q_htm.xml,1,
3468,0001437749-25-025574,1649096,CLIPPER REALTY INC.,6798.0,US,NY,BROOKLYN,11219,"4611 12TH AVENUE, SUITE 1L",,718-438-2804,US,NY,BROOKLYN,11219,"4611 12TH AVENUE, SUITE 1L",,US,MD,474579660,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 09:53:00,0,1,clpr20250630_10q_htm.xml,1,
3469,0001437749-25-025583,70487,NATIONAL RESEARCH CORP,8731.0,US,NE,LINCOLN,68508,1245 Q STREET,,4024752525,US,NE,LINCOLN,68508,1245 Q STREET,,US,DE,470634000,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 10:31:00,0,1,nrc20250630_10q_htm.xml,1,
3470,0001437749-25-025595,1693577,"MAINSTREET BANCSHARES, INC.",6022.0,US,VA,FAIRFAX,22030,10089 FAIRFAX BOULEVARD,,(703) 481-4567,US,VA,FAIRFAX,22030,10089 FAIRFAX BOULEVARD,,US,VA,812871064,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 11:02:00,0,1,main20250630_10q_htm.xml,1,
3471,0001437749-25-025611,1045942,"TRACK GROUP, INC.",3669.0,US,IL,NAPERVILLE,60563,200 E. 5TH AVENUE SUITE 100,,877-260-2010,US,IL,NAPERVILLE,60563,200 E. 5TH AVENUE SUITE 100,,US,DE,870543981,"SECUREALERT, INC.",20100216.0,4-NON,0,930.0,10-Q,2025-06-30,2025.0,Q3,2025-08-08,2025-08-08 11:28:00,0,1,trkg20250630_10q_htm.xml,1,
3472,0001437749-25-025616,43196,"GRAY MEDIA, INC",4833.0,US,GA,ATLANTA,30319,4370 PEACHTREE ROAD NE,,4042668333,US,GA,ATLANTA,30319,4370 PEACHTREE ROAD NE,,US,GA,580285030,GRAY TELEVISION INC,20020729.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 11:38:00,0,1,gtn20250630_10q_htm.xml,1,
3473,0001437749-25-025624,1672909,CANTERBURY PARK HOLDING CORP,7948.0,US,MN,SHAKOPEE,55379,1100 CANTERBURY ROAD S.,,(952) 445-7223,US,MN,SHAKOPEE,55379,1100 CANTERBURY ROAD S.,,US,MN,475349765,NEW CANTERBURY PARK HOLDING CORP,20160422.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 12:01:00,0,1,cphc20250630_10q_htm.xml,1,
3474,0001453687-25-000099,1453687,"CARTESIAN THERAPEUTICS, INC.",2834.0,US,MD,FREDERICK,21703,7495 NEW HORIZON WAY,,301-348-8698,US,MD,FREDERICK,21703,7495 NEW HORIZON WAY,,US,DE,0,SELECTA BIOSCIENCES INC,20090109.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 07:08:00,0,1,rnac-20250630_htm.xml,1,
3475,0001466593-25-000107,1466593,OTTER TAIL CORP,4911.0,US,MN,FERGUS FALLS,56538-0496,215 S CASCADE ST,PO BOX 496,866-410-8780,US,MN,FERGUS FALLS,56538-0496,215 S CASCADE ST,PO BOX 496,US,MN,270383995,OTTER TAIL HOLDING CO,20090618.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-06,2025-08-06 13:54:00,0,1,ottr-20250630_htm.xml,1,
3476,0001467623-25-000117,1467623,"DROPBOX, INC.",7372.0,US,CA,SAN FRANCISCO,94158,"1800 OWENS STREET, SUITE 200",,415-986-7057,US,CA,SAN FRANCISCO,94158,"1800 OWENS STREET, SUITE 200",,US,DE,260138832,"DROPBOX, INC.",20140210.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 16:02:00,0,1,dbx-20250630_htm.xml,1,
3477,0001467858-25-000121,1467858,GENERAL MOTORS CO,3711.0,US,MI,DETROIT,48265-3000,300 RENAISSANCE CENTER,,313.667.1500,US,MI,DETROIT,48265-3000,300 RENAISSANCE CENTER,,,,270756180,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-22,2025-07-22 16:19:00,0,1,gm-20250630_htm.xml,1,
3478,0001468091-25-000085,1468091,VEON LTD.,4812.0,,,DUBAI (DIFC),,INDEX TOWER (EAST TOWER),UNIT 1703,971 4 433 1145,,,DUBAI (DIFC),,INDEX TOWER (EAST TOWER),UNIT 1703,BM,,0,VIMPELCOM LTD.,20091005.0,1-LAF,0,1231.0,6-K,2025-06-30,2025.0,Q2,2025-08-22,2025-08-22 12:36:00,0,1,vvip-20250630_htm.xml,1,
3479,0001468174-25-000092,1468174,HYATT HOTELS CORP,7011.0,US,IL,CHICAGO,60606,150 NORTH RIVERSIDE PLAZA,8TH FLOOR,(312) 750-1234,US,IL,CHICAGO,60606,150 NORTH RIVERSIDE PLAZA,8TH FLOOR,US,IL,201480589,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-07 18:03:00,0,1,h-20250630_htm.xml,1,
3480,0001468327-25-000176,1468327,"RENT THE RUNWAY, INC.",5990.0,US,NY,BROOKLYN,11201,10 JAY ST,,2125246860,US,NY,BROOKLYN,11201,10 JAY ST,,US,DE,800376379,,,4-NON,0,131.0,10-Q,2025-07-31,2025.0,Q2,2025-09-12,2025-09-12 09:02:00,0,1,rent-20250731_htm.xml,1,
3481,0001468492-25-000010,1468492,HEARTSCIENCES INC.,3842.0,US,TX,SOUTHLAKE,76092,"550 RESERVE ST, SUITE 360",,682-237-7781,US,TX,SOUTHLAKE,76092,"550 RESERVE ST, SUITE 360",,US,TX,261344466,"HEART TEST LABORATORIES, INC.",20090716.0,4-NON,0,430.0,10-Q,2025-07-31,2025.0,Q1,2025-09-11,2025-09-11 16:05:00,0,1,hscs-20250731_htm.xml,1,
3482,0001468910-25-000007,1468910,MILLBURN MULTI-MARKETS FUND L.P.,6221.0,US,NY,NEW YORK,10036,MILLBURN RIDGEFIELD LLC,"55 WEST 46TH ST., 31ST FLOOR",1-212-332-7300,US,NY,NEW YORK,10036,MILLBURN RIDGEFIELD LLC,"55 WEST 46TH ST., 31ST FLOOR",US,DE,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 17:27:00,0,1,c910-20250630x10q_htm.xml,1,
3483,0001469367-25-000148,1469367,SUNRUN INC.,3690.0,US,CA,SAN FRANCISCO,94108,"600 CALIFORNIA STREET, SUITE 1800",,415-580-6900,US,CA,SAN FRANCISCO,94108,"600 CALIFORNIA STREET, SUITE 1800",,US,DE,262841711,SUNRUN INC.,20090730.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-06,2025-08-06 16:19:00,0,1,run-20250630_htm.xml,1,
3484,0001471265-25-000137,1471265,"NORTHWEST BANCSHARES, INC.",6021.0,US,PA,WARREN,16365,100 LIBERTY STREET,,(814) 726-2140,US,PA,WARREN,16365,100 LIBERTY STREET,,US,MD,0,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-05,2025-08-05 16:04:00,0,1,nwbi-20250630_htm.xml,1,
3485,0001474432-25-000046,1474432,"PURE STORAGE, INC.",3572.0,US,CA,SANTA CLARA,95054,2555 AUGUSTINE DRIVE,,800-379-7873,US,CA,SANTA CLARA,95054,2555 AUGUSTINE DRIVE,,US,DE,271069557,"PURE STORAGE, INC.",20100804.0,1-LAF,0,131.0,10-Q,2025-07-31,2026.0,Q2,2025-09-10,2025-09-09 17:45:00,0,1,pstg-20250803_htm.xml,1,
3486,0001474903-25-000084,1474903,"BGSF, INC.",7363.0,US,TX,PLANO,75024,5850 GRANITE PARKWAY,SUITE 730,972-692-2400,US,TX,PLANO,75024,5850 GRANITE PARKWAY,SUITE 730,US,DE,260656684,"BG STAFFING, INC.",20131030.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-06 17:33:00,0,1,bgsf-20250629_htm.xml,1,
3487,0001475115-25-000106,1475115,"EVENTBRITE, INC.",7370.0,US,CA,SAN FRANCISCO,94103,95 THIRD STREET,2ND FLOOR,(888) 414-5119,US,CA,SAN FRANCISCO,94103,95 THIRD STREET,2ND FLOOR,US,DE,141888467,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:13:00,0,1,eb-20250630_htm.xml,1,
3488,0001475841-25-000044,1475841,NATIONAL BANK HOLDINGS CORP,6021.0,US,CO,GREENWOOD VILLAGE,80111,7800 EAST ORCHARD ROAD,SUITE 300,303-892-8715,US,CO,GREENWOOD VILLAGE,80111,7800 EAST ORCHARD ROAD,SUITE 300,US,DE,270563799,NBH HOLDINGS CORP.,20091030.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-05,2025-08-05 16:15:00,0,1,nbhc-20250630x10q_htm.xml,1,
3489,0001477720-25-000200,1477720,"ASANA, INC.",7372.0,US,CA,SAN FRANCISCO,94107,633 FOLSOM STREET,SUITE 100,(415) 525-3888,US,CA,SAN FRANCISCO,94107,633 FOLSOM STREET,SUITE 100,US,DE,263912448,,,1-LAF,0,131.0,10-Q,2025-07-31,2026.0,Q2,2025-09-03,2025-09-03 16:14:00,0,1,asan-20250731_htm.xml,1,
3490,0001479094-25-000017,1479094,"STAG INDUSTRIAL, INC.",6798.0,US,MA,BOSTON,02110,ONE FEDERAL STREET,23RD FLOOR,(617)574-4777,US,MA,BOSTON,02110,ONE FEDERAL STREET,23RD FLOOR,,,273099608,"STAG INDUSTRIAL REIT, INC.",20091218.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-29,2025-07-29 16:10:00,0,1,stag-20250630_htm.xml,1,
3491,0001481792-25-000039,1481792,"QUAD/GRAPHICS, INC.",2750.0,US,WI,SUSSEX,53089-3995,N61 W23044 HARRY'S WAY,,414-566-6000,US,WI,SUSSEX,53089-3995,N61 W23044 HARRY'S WAY,,US,WI,391152983,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-30,2025-07-30 15:18:00,0,1,quad-20250630_htm.xml,1,
3492,0001482430-25-000042,1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",6798.0,US,CA,NEWPORT BEACH,92660,800 NEWPORT CENTER DRIVE,SUITE 700,949-417-6500,US,CA,NEWPORT BEACH,92660,800 NEWPORT CENTER DRIVE,SUITE 700,US,MD,271627696,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 13:40:00,0,1,kbsriii-20250630_htm.xml,1,
3493,0001213900-25-075730,2021042,EQV VENTURES ACQUISITION CORP.,6770.0,US,UT,PARK CITY,84098,1090 CENTER DRIVE,,405-870-3781,US,UT,PARK CITY,84098,1090 CENTER DRIVE,,KY,,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 16:38:00,0,1,ea0251224-10q_eqvvent_htm.xml,1,
3494,0001213900-25-075733,2054174,CRANE HARBOR ACQUISITION CORP.,6770.0,US,PA,PHILADELPHIA,19103,"1845 WALNUT STREET, SUITE 1111",,6468499975,US,PA,PHILADELPHIA,19103,"1845 WALNUT STREET, SUITE 1111",,KY,,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 16:40:00,0,1,ea0251602-10q_crane_htm.xml,1,
3495,0001213900-25-075742,879911,"APPLIED ENERGETICS, INC.",3812.0,US,AZ,TUCSON,85747,9070 S. RITA ROAD,SUITE 1500,520-628-7415,US,AZ,TUCSON,85747,9070 S. RITA ROAD,SUITE 1500,US,DE,770262908,"IONATRON, INC.",20040429.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 16:44:00,0,1,ea0252534-10q_applied_htm.xml,1,
3496,0001213900-25-075759,845385,PRINCETON CAPITAL CORP,,US,MA,NORTH ANDOVER,01845,800 TURNPIKE STREET,SUITE 300,978-794-3366,US,MA,NORTH ANDOVER,01845,800 TURNPIKE STREET,SUITE 300,US,MD,463516073,REGAL ONE CORP,20090730.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 16:54:00,0,1,ea0252554-10q_princeton_htm.xml,1,
3497,0001213900-25-075767,1992508,21SHARES CORE ETHEREUM ETF,6221.0,US,NY,NEW YORK,10022,477 MADISON AVENUE,,(646) 370-6016,US,NY,NEW YORK,10022,477 MADISON AVENUE,,US,DE,0,ARK 21SHARES ETHEREUM ETF,20230906.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 16:58:00,0,1,ea0251700-10q_21shares_htm.xml,1,
3498,0001213900-25-075771,1869699,ARK 21SHARES BITCOIN ETF,6221.0,US,NY,NEW YORK,10022,477 MADISON AVENUE,,(646) 370-6016,US,NY,NEW YORK,10022,477 MADISON AVENUE,,US,DE,0,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-13,2025-08-13 17:00:00,0,1,ea0251650-10q_ark21_htm.xml,1,
3499,0001476150-25-000042,1476150,TERRENO REALTY CORP,6500.0,US,CA,SAN FRANCISCO,94104,101 MONTGOMERY STREET,SUITE 200,(415) 655-4580,US,CA,SAN FRANCISCO,94104,101 MONTGOMERY STREET,SUITE 200,,,271262675,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-06,2025-08-06 16:01:00,0,1,trno-20250630_htm.xml,1,
3500,0001476204-25-000092,1476204,"PHILLIPS EDISON & COMPANY, INC.",6798.0,US,OH,CINCINNATI,45249,11501 NORTHLAKE DRIVE,,513-554-1110,US,OH,CINCINNATI,45249,11501 NORTHLAKE DRIVE,,US,MD,271106076,"PHILLIPS EDISON GROCERY CENTER REIT I, INC.",20141205.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-25,2025-07-25 16:07:00,0,1,peco-20250630_htm.xml,1,
3501,0001476765-25-000076,1476765,"GOLUB CAPITAL BDC, INC.",,US,NY,NEW YORK,10166,200 PARK AVENUE,25TH FLOOR,212.750.6060,US,NY,NEW YORK,10166,200 PARK AVENUE,25TH FLOOR,US,DE,471893276,GOLUB CAPITAL INVESTMENT CORP,20170511.0,1-LAF,0,930.0,10-Q,2025-06-30,2025.0,Q3,2025-08-04,2025-08-04 16:08:00,0,1,gbdc-20250630_htm.xml,1,
3502,0001476840-25-000115,1476840,"EXPENSIFY, INC.",7372.0,US,OR,PORTLAND,97204,401 SW 5TH AVENUE,,(520) 271-0858,US,OR,PORTLAND,97204,401 SW 5TH AVENUE,,US,DE,270239450,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:13:00,0,1,exfy-20250630_htm.xml,1,
3503,0001477294-25-000119,1477294,SENSATA TECHNOLOGIES HOLDING PLC,3823.0,GB,,SWINDON,SN4 8SY,"INTERFACE HOUSE, INTERFACE BUSINESS PARK","BINCKNOLL LANE, ROYAL WOOTTON BASSETT",508-236-3800,GB,,SWINDON,SN4 8SY,"INTERFACE HOUSE, INTERFACE BUSINESS PARK","BINCKNOLL LANE, ROYAL WOOTTON BASSETT",,,981386780,SENSATA TECHNOLOGIES HOLDING N.V.,20100226.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-29,2025-07-29 17:17:00,0,1,st-20250630_htm.xml,1,
3504,0001477333-25-000137,1477333,"CLOUDFLARE, INC.",7372.0,US,CA,SAN FRANCISCO,94107,101 TOWNSEND ST.,,888.993.5273,US,CA,SAN FRANCISCO,94107,101 TOWNSEND ST.,,US,DE,270805829,"CLOUDFLARE, INC.",20091120.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-31,2025-07-31 16:23:00,0,1,cloud-20250630_htm.xml,1,
3505,0001477449-25-000099,1477449,"TELADOC HEALTH, INC.",8011.0,US,NY,NEW YORK,10017,155 E 44TH STREET,FLOOR 17,2036352002,US,NY,NEW YORK,10017,155 E 44TH STREET,FLOOR 17,US,DE,43705970,"TELADOC, INC.",20091123.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-30,2025-07-30 12:53:00,0,1,tdoc-20250630_htm.xml,1,
3506,0001477932-25-004942,1829953,CORNER GROWTH ACQUISITION CORP.,6770.0,US,NY,ALBANY,12207,418 BROADWAY #6183,,347-268-7868,US,NY,ALBANY,12207,418 BROADWAY #6183,,KY,,0,,,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-07-08,2025-07-08 15:55:00,0,1,corner_10k_htm.xml,1,
3507,0001477932-25-004943,1847513,CORNER GROWTH ACQUISITION CORP. 2,6770.0,US,NY,ALBANY,12207,418 BROADWAY #6592,,347-268-7868,US,NY,ALBANY,12207,418 BROADWAY #6592,,KY,,981582723,,,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-07-08,2025-07-08 15:56:00,0,1,corner_10k_htm.xml,1,
3508,0001477932-25-004965,1517389,"JUBILANT FLAME INTERNATIONAL, LTD",7371.0,US,CA,LOS ANGELES,90010,3150 WILSHIRE BLVD.,SUITE 2215,6132523673,US,CA,LOS ANGELES,90010,3150 WILSHIRE BLVD.,SUITE 2215,US,NV,272775885,JIU FENG INVESTMENT HONG KONG LTD,20121212.0,4-NON,0,228.0,10-Q,2025-05-31,2026.0,Q1,2025-07-10,2025-07-09 21:37:00,0,1,jfil_10q_htm.xml,1,
3509,0001477932-25-004987,1828739,"ARCULUS SYSTEM CO., LTD.",5099.0,US,CA,NEWPORT BEACH,92660,"4965 MACARTHUR COURT, 11TH FLOOR",,949-289-6789,US,CA,NEWPORT BEACH,92660,"4965 MACARTHUR COURT, 11TH FLOOR",,US,NV,981511882,AZZURRO SOLUTIONS CORP.,20201016.0,4-NON,0,930.0,10-K/A,2024-09-30,2024.0,FY,2025-07-11,2025-07-11 13:48:00,0,1,azzurro_10ka_htm.xml,1,
3510,0001477932-25-004994,1025771,CHASE PACKAGING CORP,700.0,US,NJ,RUMSON,07760,PO BOX 126,,732-741-1500,US,NJ,RUMSON,07760,PO BOX 126,,US,DE,931216127,,,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-11,2025-07-11 17:14:00,0,1,cpka_10q_htm.xml,1,
3511,0001477932-25-005013,1854816,MINERVA GOLD INC.,1000.0,KZ,,NUR-SULTAN,010000,"12/1 KUNAYEV STR, IA 17",,(725) 225-1800,KZ,,NUR-SULTAN,010000,"12/1 KUNAYEV STR, IA 17",,US,NV,981588963,,,4-NON,0,228.0,10-Q,2025-05-31,2025.0,Q1,2025-07-14,2025-07-14 14:51:00,0,1,mine_10q_htm.xml,1,
3512,0001437749-25-025625,1107280,OCULUS INC.,7389.0,CA,BC,VANCOUVER,V6C 3N6,837 WEST HASTINGS STREET,SUITE 507,6046851017,CA,BC,VANCOUVER,V6C 3N6,837 WEST HASTINGS STREET,SUITE 507,US,WY,61576391,OCULUS VISIONTECH INC.,20120206.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 12:02:00,0,1,ovtz20250630_10q_htm.xml,1,
