,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
4274,0001385849-25-000016,1385849,ENERGY FUELS INC,1400.0,US,CO,LAKEWOOD,80228,"225 UNION BLVD., SUITE 600",,303-974-2140,US,CO,LAKEWOOD,80228,"225 UNION BLVD., SUITE 600",,CA,ON,0,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-07,2025-05-07 16:20:00,0,1,efr-20250331_htm.xml,1,
4275,0001389050-25-000019,1389050,"ARCHROCK, INC.",4922.0,US,TX,HOUSTON,77024,9807 KATY FREEWAY,STE 100,281-836-8000,US,TX,HOUSTON,77024,9807 KATY FREEWAY,STE 100,,,743204509,EXTERRAN HOLDINGS INC.,20070619.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-06,2025-05-06 15:24:00,0,1,aroc-20250331x10q_htm.xml,1,
4276,0001392272-25-000028,1392272,CHAIN BRIDGE BANCORP INC,6021.0,US,VA,MCLEAN,22101,1445-A LAUGHLIN AVENUE,,703-748-2005,US,VA,MCLEAN,22101,1445-A LAUGHLIN AVENUE,,US,DE,204957796,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-13,2025-05-13 16:23:00,0,1,chnbrdg-20250331_htm.xml,1,
4277,0001396440-25-000068,1396440,MAIN STREET CAPITAL CORP,,US,TX,HOUSTON,77056,1300 POST OAK BOULEVARD,8TH FLOOR,(713) 350-6000,US,TX,HOUSTON,77056,1300 POST OAK BOULEVARD,8TH FLOOR,US,MD,412230745,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 10:57:00,0,1,main-20250331_htm.xml,1,
4278,0001410578-25-000798,1744781,NIU TECHNOLOGIES,3711.0,CN,,BEIJING,102208,"NO.1 BLDG., NO. 195 HUILONGGUAN EAST RD.",CHANGPING DISTRICT,861064321899,CN,,BEIJING,102208,"NO.1 BLDG., NO. 195 HUILONGGUAN EAST RD.",CHANGPING DISTRICT,KY,,0,,,2-ACC,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-04-18,2025-04-18 06:05:00,0,1,niu-20241231x20f_htm.xml,1,
4279,0001410578-25-000891,1823986,WATERDROP INC.,6411.0,CN,,BEIJING,100102,"BLOCK C, WANGJING SCIENCE PARK","NO. 2 LIZE ZHONGER ROAD, CHAOYANG",861053394997,CN,,BEIJING,100102,"BLOCK C, WANGJING SCIENCE PARK","NO. 2 LIZE ZHONGER ROAD, CHAOYANG",KY,,0,,,2-ACC,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-04-25,2025-04-25 06:06:00,0,1,wdh-20241231x20f_htm.xml,1,
4280,0001410578-25-000943,1913510,VINFAST AUTO LTD.,3711.0,SG,,SINGAPORE,068893,61 ROBINSON ROAD,"#06-01, 61 ROBINSON",65-96619709,SG,,SINGAPORE,068893,61 ROBINSON ROAD,"#06-01, 61 ROBINSON",SG,,0,VINFAST AUTO PTE. LTD.,20230508.0,2-ACC,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-04-28,2025-04-28 16:01:00,0,1,vfs-20241231x20f_htm.xml,1,
4281,0001410578-25-001052,1906364,FG MERGER II CORP.,6770.0,US,IL,ITASCA,60143,104 S. WALNUT STREET,UNIT 1A,847-773-1665,US,IL,ITASCA,60143,104 S. WALNUT STREET,UNIT 1A,US,NV,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-04-30,2025-04-30 16:54:00,0,1,tmb-20250331x10q_htm.xml,1,
4282,0001410578-25-001056,1013131,BUENAVENTURA MINING CO INC,1000.0,PE,,LIMA,13,AVE CARLOS VILLARAN 790,,5114192536,PE,,LIMA,13,AV. CARLOS VILLARAN 790,,,,0,,,1-LAF,1,1231.0,20-F,2024-12-31,2024.0,FY,2025-04-30,2025-04-30 17:27:00,0,1,tmb-20241231x20f_htm.xml,1,
4283,0001410578-25-001073,887596,CHEESECAKE FACTORY INC,5812.0,US,CA,CALABASAS HILLS,91301,26901 MALIBU HILLS RD,,818-871-3000,US,CA,CALABASAS HILLS,91301,26901 MALIBU HILLS RD,,US,DE,510340466,CHEESECAKE FACTORY INCORPORATED,19930328.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-05,2025-05-05 17:01:00,0,1,cake-20250401x10q_htm.xml,1,
4284,0001410578-25-001337,1953984,"BINAH CAPITAL GROUP, INC.",6199.0,US,NY,NEW YORK,10004,"17 BATTERY PLACE, ROOM 625",,(212) 404-7002,US,NY,NEW YORK,10004,"17 BATTERY PLACE, ROOM 625",,,,883276689,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-15,2025-05-15 16:32:00,0,1,tmb-20250331x10q_htm.xml,1,
4285,0001410578-25-001369,1809122,CUREVAC N.V.,2834.0,DE,,BADEN-WURTTEMBERG,72076,PAUL-EHRLICH-STRABE 15 TUBINGEN,,49 7071 9883 0,DE,,BADEN-WURTTEMBERG,72076,PAUL-EHRLICH-STRABE 15 TUBINGEN,,NL,,0,CUREVAC B.V.,20200410.0,2-ACC,0,1231.0,6-K,2025-03-31,2025.0,Q1,2025-05-20,2025-05-20 16:23:00,0,1,cvac-20250331x6k_htm.xml,1,
4286,0001410578-25-001434,1852019,IX ACQUISITION CORP.,4899.0,GB,,LONDON,SE1 7HX,"ARCH 124, SALAMANCA STREET",,44 (0) 203 983 045,US,DE,NEWARK,19711,C/O PUGLISI & ASSOCIATES,"850 LIBRARY AVE, SUITE 204",KY,,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-06-26,2025-06-26 16:28:00,0,1,ixaqu-20250331x10q_htm.xml,1,
4287,0001419536-25-000063,1419536,CAPITAL BANCORP INC,6021.0,US,MD,ROCKVILLE,20850,One Church Street,Suite 300,(301) 868-8848,US,MD,Rockville,20850,One Church Street,Suite 300,US,MD,522083046,,,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 15:54:00,0,1,cbnk-20250331_htm.xml,1,
4288,0001437749-25-010791,1742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",2834.0,US,CA,CUPERTINO,95014,10080 N WOLFE ROAD,SUITE SW3-200,4085018881,US,CA,CUPERTINO,95014,10080 N WOLFE ROAD,SUITE SW3-200,US,DE,0,TENZING ACQUISITION CORP.,20180606.0,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-04-03,2025-04-02 19:47:00,0,1,rvph20241231_10k_htm.xml,1,
4289,0001437749-25-012074,1128281,"SAKER AVIATION SERVICES, INC.",4581.0,US,NY,NEW YORK,10004,20 SOUTH STREET,PIER 6 EAST RIVER,212-776-4046,US,NY,NEW YORK,10004,20 SOUTH STREET,PIER 6 EAST RIVER,US,NV,870617649,"FIRSTFLIGHT, INC.",20070104.0,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-04-15,2025-04-15 16:30:00,0,1,skas20241231_10k_htm.xml,1,
4290,0001437749-25-012261,1832487,"GUERRILLA RF, INC.",3674.0,US,NC,GREENSBORO,27455,2000 PISGAH CHURCH ROAD,,3365107840,US,NC,GREENSBORO,27455,2000 PISGAH CHURCH ROAD,,US,DE,853837067,LAFFIN ACQUISITION CORP.,20201116.0,4-NON,0,1231.0,POS AM,2024-12-31,2024.0,FY,2025-04-17,2025-04-17 14:23:00,0,1,guer20250412_posam_htm.xml,1,
4291,0001437749-25-013645,912061,NATURAL HEALTH TRENDS CORP,5190.0,US,CA,ROLLING HILLS ESTATES,90274,"609 DEEP VALLEY DRIVE, SUITE 395",,310-541-0888,US,CA,ROLLING HILLS ESTATES,90274,"609 DEEP VALLEY DRIVE, SUITE 395",,US,DE,592705336,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-04-30,2025-04-30 09:21:00,0,1,nhtc20250331_10q_htm.xml,1,
4292,0001437749-25-015059,928658,"COVENANT LOGISTICS GROUP, INC.",4213.0,US,TN,CHATTANOOGA,37419,400 BIRMINGHAM HIGHWAY,,4238211212,US,TN,CHATTANOOGA,37419,400 BIRMINGHAM HIGHWAY,,US,NV,880320154,COVENANT TRANSPORTATION GROUP INC,20070522.0,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-07,2025-05-07 14:32:00,0,1,cvti20250331_10q_htm.xml,1,
4293,0001437749-25-015518,1158114,"APPLIED OPTOELECTRONICS, INC.",3674.0,US,TX,SUGAR LAND,77478,13139 JESS PIRTLE BLVD,,281-295-1800,US,TX,SUGAR LAND,77478,13139 JESS PIRTLE BLVD,,US,DE,760533927,APPLIED OPTOELECTRONICS INC,20010824.0,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 16:26:00,0,1,aaoi20250331_10q_htm.xml,1,
4294,0001437749-25-015691,1693577,"MAINSTREET BANCSHARES, INC.",6022.0,US,VA,FAIRFAX,22030,10089 FAIRFAX BOULEVARD,,(703) 481-4567,US,VA,FAIRFAX,22030,10089 FAIRFAX BOULEVARD,,US,VA,812871064,,,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 10:53:00,0,1,main20250331_10q_htm.xml,1,
4295,0001437749-25-016489,749660,ICAD INC,3841.0,US,NH,NASHUA,03062,"98 SPIT BROOK ROAD, SUITE 100",,603-882-5200,US,NH,NASHUA,03062,"98 SPIT BROOK ROAD, SUITE 100",,US,DE,20377419,HOWTEK INC,19920703.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-13,2025-05-13 16:34:00,0,1,icad20250331c_10q_htm.xml,1,
4296,0001437749-25-016828,1080657,"PRESIDIO PROPERTY TRUST, INC.",6798.0,US,CA,SAN DIEGO,92123,4995 MURPHY CANYON ROAD,SUITE 300,760-471-8536,US,CA,SAN DIEGO,92123,4995 MURPHY CANYON ROAD,SUITE 300,US,MD,330841255,"NETREIT, INC.",20100903.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 16:05:00,0,1,sqft20250331_10q_htm.xml,1,
4297,0001437749-25-017106,744825,AMERICAN SHARED HOSPITAL SERVICES,8071.0,US,CA,SAN FRANCISCO,94111,601 MONTGOMERY STREET,SUITE 1112,415-788-5300,US,CA,SAN FRANCISCO,94111,601 MONTGOMERY STREET,SUITE 1112,US,CA,942918118,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-15,2025-05-15 12:38:00,0,1,asha20250331_10q_htm.xml,1,
4298,0001437749-25-017260,50471,"REPOSITRAK, INC.",7374.0,US,UT,MURRAY,84107,5282 SOUTH COMMERCE DRIVE,SUITE D292,435-645-2000,US,UT,MURRAY,84107,5282 SOUTH COMMERCE DRIVE,SUITE D292,US,NV,371454128,PARK CITY GROUP INC,20020807.0,4-NON,0,630.0,10-Q,2025-03-31,2025.0,Q3,2025-05-15,2025-05-15 17:16:00,0,1,trak20250331_10q_htm.xml,1,
4299,0001437749-25-017409,1004989,"SPAR GROUP, INC.",7389.0,US,MI,AUBURN HILLS,48326,1910 OPDYKE COURT,,2483647727,US,MI,AUBURN HILLS,48326,1910 OPDYKE COURT,,US,DE,330684451,SPAR GROUP INC,19990713.0,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-05-16,2025-05-16 16:06:00,0,1,sgrp20241231_10k_htm.xml,1,
4300,0001441683-25-000041,1441683,APPIAN CORP,7372.0,US,VA,MCLEAN,22102,7950 JONES BRANCH DRIVE,,703-442-8844,US,VA,MCLEAN,22102,7950 JONES BRANCH DRIVE,,,,541956084,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 13:16:00,0,1,appn-20250331_htm.xml,1,
4301,0001459200-25-000008,1459200,"ALARM.COM HOLDINGS, INC.",7372.0,US,VA,TYSONS,22102,8281 GREENSBORO DRIVE,SUITE 100,877-389-4033,US,VA,TYSONS,22102,8281 GREENSBORO DRIVE,SUITE 100,US,DE,264247032,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 11:46:00,0,1,alrm-20250331_htm.xml,1,
4302,0001477333-25-000082,1477333,"CLOUDFLARE, INC.",7372.0,US,CA,SAN FRANCISCO,94107,101 TOWNSEND ST.,,888.993.5273,US,CA,SAN FRANCISCO,94107,101 TOWNSEND ST.,,US,DE,270805829,"CLOUDFLARE, INC.",20091120.0,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-08,2025-05-08 16:22:00,0,1,cloud-20250331_htm.xml,1,
4303,0001477932-25-002903,1495648,BLACKWELL 3D CONSTRUCTION CORP.,1520.0,US,FL,MIRAMAR,33027,3350 SW 148TH AVENUE,SUITE 203,888-507-4751,US,FL,MIRAMAR,33027,3350 SW 148TH AVENUE,SUITE 203,US,NV,800778461,POWER AMERICAS RESOURCE GROUP LTD.,20220720.0,4-NON,0,531.0,10-Q,2025-02-28,2025.0,Q3,2025-04-23,2025-04-22 19:26:00,0,1,bdcc_10q_htm.xml,1,
4304,0001477932-25-003321,1096938,"UNITED HEALTH PRODUCTS, INC.",3842.0,US,NV,MESQUITE,89027,526 COMMERCE CIRCLE,STE. #120,475-755-1005,US,NV,MESQUITE,89027,526 COMMERCE CIRCLE,STE. #120,US,NV,841517723,UNITED ECOENERGY CORP.,20060224.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-05,2025-05-05 16:15:00,0,1,ueec_10q_htm.xml,1,
4305,0001477932-25-003689,1718224,"BT BRANDS, INC.",5812.0,US,ND,WEST FARGO,58078,405 MAIN AVENUE WEST,SUITE 2D,701-277-0080,US,ND,WEST FARGO,58078,405 MAIN AVENUE WEST,SUITE 2D,,,911495764,"BURGER TIME, INC.",20180815.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 15:53:00,0,1,btbd_10q_htm.xml,1,
4306,0001477932-25-003956,1683252,TOKEN COMMUNITIES LTD.,6552.0,US,FL,BRADENTON,34208,850 TIDEWATER SHORE LOOP,SUITE 402,2025365191,US,FL,BRADENTON,34208,850 TIDEWATER SHORE LOOP,SUITE 402,US,DE,813709511,"PACIFIC MEDIA GROUP ENTERPRISES, INC.",20160829.0,4-NON,0,630.0,10-Q,2025-03-31,2025.0,Q3,2025-05-19,2025-05-19 11:08:00,0,1,tkcm_10q_htm.xml,1,
4307,0001477932-25-004043,1284454,"NONGFU SHOP DIGITAL NEW RETAIL CO., LTD",3714.0,,,SHANGHAI,00000,"3209, SOUTH BUILDING, BUILDING 3, NO. 39",BOASHAN DISTRICT,18621601569,,,SHANGHAI,00000,"3209, SOUTH BUILDING, BUILDING 3, NO. 39",BOASHAN DISTRICT,,,203626387,YONG BAI CHAO NEW RETAIL CORP,20211110.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-20,2025-05-20 17:31:00,0,1,ybcn_10q_htm.xml,1,
4308,0001477932-25-004572,2025878,TRIUNITY BUSINESS SERVICES LTD,8700.0,MY,,KUALA LUMPUR,59200,"BO1-A-09, MENARA 2, KL ECO CITY","3, JALAN BANGSAR",60122086303,MY,,KUALA LUMPUR,59200,"BO1-A-09, MENARA 2, KL ECO CITY","3, JALAN BANGSAR",US,NV,352851106,,,4-NON,0,731.0,10-Q,2025-04-30,2025.0,Q3,2025-06-13,2025-06-13 10:02:00,0,1,triunity_10q_htm.xml,1,
4309,0001213900-25-032192,1903464,AIMFINITY INVESTMENT CORP. I,6770.0,US,NY,NY,10020,"1 ROCKEFELLER PLAZA, 11TH FLOOR",,6467222971,US,NY,NY,10020,"1 ROCKEFELLER PLAZA, 11TH FLOOR",,KY,,0,,,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-04-15,2025-04-15 17:14:00,0,1,ea0231785-10k_aimfin1_htm.xml,1,
4310,0001213900-25-032213,1529113,"XTI AEROSPACE, INC.",7371.0,US,CO,ENGLEWOOD,80112,8123 INTERPORT BLVD,SUITE C,800-680-7412,US,CO,ENGLEWOOD,80112,8123 INTERPORT BLVD,SUITE C,US,NV,880434915,INPIXON,20170301.0,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-04-15,2025-04-15 17:28:00,0,1,ea0235307-10k_xtiaerospace_htm.xml,1,
4311,0001213900-25-032301,1881551,SOLIDION TECHNOLOGY INC.,3690.0,US,TX,DALLAS,75240,13355 NOEL ROAD,SUITE 1100,(972) 918-5120,US,TX,DALLAS,75240,13355 NOEL ROAD,SUITE 1100,US,DE,871993879,NUBIA BRAND INTERNATIONAL CORP.,20210902.0,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-04-16,2025-04-15 21:21:00,0,1,ea0231394-10k_solidion_htm.xml,1,
4312,0001213900-25-035802,1982708,ANBIO BIOTECHNOLOGY,2835.0,DE,,FRANKFURT AM MAIN,60308,FRIEDRICH-EBERT-ANLAGE 49,,4916096247281,DE,,FRANKFURT AM MAIN,60308,FRIEDRICH-EBERT-ANLAGE 49,,KY,,0,,,4-NON,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-04-28,2025-04-28 09:00:00,0,1,ea0238497-20f_anbio_htm.xml,1,
4313,0001213900-25-036055,1474627,"NEWEGG COMMERCE, INC.",5990.0,US,CA,CITY OF INDUSTRY,91748,17560 ROWLAND STREET,,(8610)8860-9850,US,CA,CITY OF INDUSTRY,91748,17560 ROWLAND STREET,,VG,,0,LIANLUO SMART LTD,20161118.0,4-NON,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-04-28,2025-04-28 16:02:00,0,1,ea0238113-20f_newegg_htm.xml,1,
4314,0001213900-25-037481,1964664,ORIENTAL RISE HOLDINGS LTD,100.0,CN,,NINGDE,355399,"NO. 48 XIANYU ROAD, SHUANGCHENG TOWN",ZHERONG,86-(0)5938386777,CN,,NINGDE,355399,"NO. 48 XIANYU ROAD, SHUANGCHENG TOWN",ZHERONG,,,0,,,4-NON,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-04-30,2025-04-30 14:56:00,0,1,ea0239194-20f_oriental_htm.xml,1,
4315,0001213900-25-039326,1413745,AIRNET TECHNOLOGY INC.,7311.0,CN,,BEIJING,100027,"15/F, SKY PLAZA, NO.46 DONGZHIMENWAI ST.",DONGCHENG DISTRICT,(86-10) 8438-6868,CN,,BEIJING,100027,"15/F, SKY PLAZA, NO.46 DONGZHIMENWAI ST.",DONGCHENG DISTRICT,KY,,0,AIRMEDIA GROUP INC.,20070928.0,4-NON,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-05-02,2025-05-02 17:23:00,0,1,ea0239049-20f_airnettech_htm.xml,1,
4316,0001213900-25-039908,1410098,CORMEDIX INC.,2834.0,US,NJ,BERKELEY HEIGHTS,07922,300 CONNELL DRIVE,SUITE 4200,908-517-9500,US,NJ,BERKELEY HEIGHTS,07922,300 CONNELL DRIVE,SUITE 4200,US,DE,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-06,2025-05-06 08:32:00,0,1,ea0239390-10q_cormedix_htm.xml,1,
4317,0001213900-25-041497,1481028,"SUNHYDROGEN, INC.",3674.0,US,IA,CORALVILLE,52241,BIOVENTURES CENTER,2500 CROSSPARK ROAD,805-966-6566,US,IA,CORALVILLE,52241,BIOVENTURES CENTER,2500 CROSSPARK ROAD,US,NV,0,"HYPERSOLAR, INC.",20100114.0,4-NON,0,630.0,10-Q,2025-03-31,2025.0,Q3,2025-05-09,2025-05-09 16:01:00,0,1,ea0241265-10q_sunhydro_htm.xml,1,
4318,0001213900-25-041616,1842556,EON RESOURCES INC.,1311.0,US,TX,HOUSTON,77098,"3730 KIRBY DRIVE, SUITE 1200",,713.834.1145,US,TX,HOUSTON,77098,"3730 KIRBY DRIVE, SUITE 1200",,US,DE,854359124,HNR ACQUISITION CORP.,20210126.0,4-NON,0,1231.0,S-1,2024-12-31,,,2025-05-09,2025-05-09 17:30:00,0,1,ea0241351-s1_eonres_htm.xml,1,
4319,0001213900-25-041693,1866226,WELSBACH TECHNOLOGY METALS ACQUISITION CORP.,3690.0,US,IL,CHICAGO,60640,4422 N. RAVENSWOOD AVE #1025,,251-280-1980,US,IL,CHICAGO,60640,4422 N. RAVENSWOOD AVE #1025,,US,DE,871006702,,,4-NON,0,1231.0,S-4/A,2024-12-31,,,2025-05-12,2025-05-12 06:25:00,0,1,ea0218637-08_htm.xml,7,2043022 2043020 2043019 2043033 2043030 2043041
4320,0001213900-25-042060,2033515,TOP WIN INTERNATIONAL LTD,5094.0,HK,,HONG KONG,000000,33/F SUNSHINE PLAZA 353 LOCKHART ROAD,WAN CHAI,852 2815 7988,HK,,HONG KONG,000000,33/F SUNSHINE PLAZA 353 LOCKHART ROAD,WAN CHAI,,,0,,,4-NON,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-05-12,2025-05-12 16:32:00,0,1,ea0239805-20f_topwin_htm.xml,1,
4321,0001213900-25-042324,1705402,"AGM GROUP HOLDINGS, INC.",7371.0,HK,,WANCHAI,00000,"ROOM 1502-3 15/F., CONNUAGHT COMMERCIAL","BUILDING, 185 WANCHAI ROAD",86 010 65020507,HK,,WANCHAI,00000,"ROOM 1502-3 15/F., CONNUAGHT COMMERCIAL","BUILDING, 185 WANCHAI ROAD",VG,,0,"AGM GROUP HOLDING, INC.",20170501.0,4-NON,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-05-13,2025-05-13 09:37:00,0,1,ea0241251-20f_agmgroup_htm.xml,1,
4322,0001213900-25-042830,1985375,"MUZINICH CORPORATE LENDING INCOME FUND, INC.",,US,NY,NEW YORK,10022,450 PARK AVENUE,,212-888-3413,US,NY,NEW YORK,10022,450 PARK AVENUE,,US,DE,0,"MUZINICH DIRECT LENDING INCOME FUND, INC.",20230713.0,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-13 19:18:00,0,1,ea0241817-10q_muzinich_htm.xml,1,
4323,0001213900-25-043289,1918080,ASPEN-1 ACQUISITION INC.,6770.0,US,FL,BOCA RATON,33432,55 NE 5TH AVE,SUITE 401,561 464 2841,US,FL,BOCA RATON,33432,55 NE 5TH AVE,SUITE 401,US,DE,874225965,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 16:06:00,0,1,ea0241618-10q_aspen1_htm.xml,1,
4324,0001213900-25-043294,1918102,SURFSIDE ACQUISITION INC.,6770.0,US,FL,BOCA RATON,33432,55 NE 5TH AVE,SUITE 401,561 464 2841,US,FL,BOCA RATON,33432,55 NE 5TH AVE,SUITE 401,US,DE,874265302,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 16:06:00,0,1,ea0241619-10q_surfside_htm.xml,1,
4325,0001213900-25-043308,2010930,CENTURION ACQUISITION CORP.,6770.0,US,NY,NEW YORK,10065,667 MADISON AVENUE,5TH FLOOR,212-209-6126,US,NY,NEW YORK,10065,667 MADISON AVENUE,5TH FLOOR,KY,,981772942,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-14,2025-05-14 16:11:00,0,1,ea0240737-10q_centurion_htm.xml,1,
4326,0001410578-25-001051,1412095,"TROOPS, INC. /CAYMAN ISLANDS/",6159.0,CN,,NEW TERRITORIES HONG KONG,00000,"21/F, 8 FUI YIU KOK STREET",TSUEN WAN,852 2153 3957,CN,,NEW TERRITORIES HONG KONG,00000,"21/F, 8 FUI YIU KOK STREET",TSUEN WAN,KY,,0,"TROO, INC.",20211117.0,2-ACC,0,1231.0,20-F,2024-12-31,2024.0,FY,2025-04-30,2025-04-30 16:31:00,0,1,troo-20241231x20f_htm.xml,1,
4327,0001410578-25-001162,1405513,"UNITED STATES 12 MONTH NATURAL GAS FUND, LP",6221.0,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,(510) 522-9600,US,CA,WALNUT CREEK,94596,1850 MT. DIABLO BLVD.,SUITE 640,,,260431733,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 15:59:00,0,1,unl-20250331x10q_htm.xml,1,
4328,0001410578-25-001333,1072379,NORTHWEST BIOTHERAPEUTICS INC,2834.0,US,MD,BETHESDA,20814,4800 MONTGOMERY LANE,SUITE 800,(240) 497-9024,US,MD,BETHESDA,20814,4800 MONTGOMERY LANE,SUITE 800,US,DE,943306718,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-15,2025-05-15 16:23:00,0,1,nwbo-20250331x10q_htm.xml,1,
4329,0001410578-25-001350,1889112,CARTESIAN GROWTH CORP II,6770.0,US,NY,NEW YORK,10017,"505 FIFTH AVENUE, 15TH FLOOR",,(212) 461-6363,US,NY,NEW YORK,10017,"505 FIFTH AVENUE, 15TH FLOOR",,KY,,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-15,2025-05-15 17:31:00,0,1,tmb-20250331x10q_htm.xml,1,
4330,0001410578-25-001374,2032528,ROMAN DBDR ACQUISITION CORP. II,6770.0,US,FL,BOCA RATON,33496,"9858 CLINT MOORE ROAD, SUITE 205",,6506182524,US,FL,BOCA RATON,33496,"9858 CLINT MOORE ROAD, SUITE 205",,KY,,0,,,4-NON,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-21,2025-05-21 17:00:00,0,1,drdb-20250331x10q_htm.xml,1,
4331,0001421517-25-000078,1421517,"ENERGY RECOVERY, INC.",3559.0,US,CA,SAN LEANDRO,94577,1717 DOOLITTLE DRIVE,,(510) 483-7370,US,CA,SAN LEANDRO,94577,1717 DOOLITTLE DRIVE,,US,DE,10616867,,,1-LAF,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-07,2025-05-07 16:10:00,0,1,erii-20250331_htm.xml,1,
4332,0001436126-25-000034,1436126,"MISTRAS GROUP, INC.",8711.0,US,NJ,PRINCETON JUNCTION,08550,195 CLARKSVILLE ROAD,,609-716-4000,US,NJ,PRINCETON JUNCTION,08550,195 CLARKSVILLE ROAD,,US,DE,223341267,,,2-ACC,0,1231.0,10-Q,2025-03-31,2025.0,Q1,2025-05-09,2025-05-09 15:53:00,0,1,mg-20250331_htm.xml,1,
4333,0001437749-25-010818,803578,"FIREFLY NEUROSCIENCE, INC.",7372.0,US,NY,KENMORE,14217,1100 MILITARY ROAD,,888-237-6412,US,NY,KENMORE,14217,1100 MILITARY ROAD,,US,DE,541167364,"WAVEDANCER, INC.",20211215.0,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-04-03,2025-04-03 06:02:00,0,1,wavd20241231c_10k_htm.xml,1,
4334,0001437749-25-011052,744825,AMERICAN SHARED HOSPITAL SERVICES,8071.0,US,CA,SAN FRANCISCO,94111,601 MONTGOMERY STREET,SUITE 1112,415-788-5300,US,CA,SAN FRANCISCO,94111,601 MONTGOMERY STREET,SUITE 1112,US,CA,942918118,,,4-NON,0,1231.0,10-K,2024-12-31,2024.0,FY,2025-04-04,2025-04-04 17:20:00,0,1,asha20241231_10k_htm.xml,1,
